,star rating,name,review,date,location_code
30777,5,James Bahre,"We found exactly what we needed and had a very helpful cheerful checkout associate
.",2018-01-01,144
30778,4,Kimberly Nicholson,Much better than the one in Willimantic.   Great deli!,2018-01-01,144
30779,4,Don Rey,"Membership discount club, particularly good for family size packages of anything you can think of.",2016-01-01,144
30780,4,Juanito Garwood,Good whole sale deals but it adds up pretty quick.,2018-01-01,144
30781,5,Katty Garcia,"Great assortment of products, great quality, great prices. Love BJ's.",2018-01-01,144
30782,4,Joy Holder,"Love shopping there it's spacious, clean and staff is friendly.",2018-01-01,144
30783,5,Laura Smith,"It's closer for me to go to Willimantic, but this one has much more variety.",2016-01-01,144
30784,5,Jack Prat,Always seem to have what I want at a very good price,2018-01-01,144
30785,1,Danielle Laygo,This review is solely for their deli.  My boyfriend and I both got very ill from the D&W Sriracha Chicken Breast we got at BJs on 11/5.   Definitely was not expecting to be sick for 5 hours with hot lava spewing from one end and the feeling …,2017-01-01,144
30786,1,Stan DM,It used to be very crowded. Nowadays it is crazy crowded thanks to Sams closing. Awful place to shop & visit.,2018-01-01,144
30787,4,Jack Rudder,For the most part I'm a big fan. I think it's sometimes difficult to navigate their pricing as it's not always cheaper to buy in bulk..,2018-01-01,144
30788,5,Amogh Garuda Dwajan,Great prices on everything from groceries to furniture and clothes,2019-01-01,144
30789,4,Daniel Britschock,Great store has just about everything. Membership is worth it!,2019-01-01,144
30790,4,Suraj Ekka,Best place to get item in bulk in great price,2018-01-01,144
30791,4,UPASANA GUPTA,"Nice place
Has most of the stuff all the time",2018-01-01,144
30792,1,Susan Modzelewski,"Paper coupons that you have to cut out and bring to the store...seriously. I got the new coupon book today and the ads say ""$7 off"", $3.00 off"" of what? I will not be renewing this membership.",2019-01-01,144
30793,4,Christine Tomlin,"Everything ok, but I find couponing annoying and the bathroom sucks. Miss Sam's club",2018-01-01,144
30794,3,Jennifer Bradshaw,Never enough cashiers and always long lines.  Typical wait in line is 15-30 minutes.,2018-01-01,144
30795,3,Dave Orton,Bjs as a place is great but ive never been to a place where when there's a line of people in the Deli department the employees just up and leave. Waiting 25 mins for 2 my number to get called when its 2 away is unacceptable,2016-01-01,144
30796,1,vasanth s,Their online shopping is a big joke. I ordered a TV online. It has been 10 days and it's not delivered yet. They shipped it through CEVA logistics that doesn't have any clue where my TV is. Pathetic.,2017-01-01,144
30797,4,Jennie Nietupski,There is only ONE complaint I have. The wait at the deli is rediculous. Never enough workers staffed and customers wait way too long. Last time I was waiting 40 minutes for my number to be called! Other than that....I like BJs.,2016-01-01,144
30798,5,Carla Mitchell,Great in house coupons & accept outside coupons as well as,2018-01-01,144
30799,5,Jay Anand,Nice place to do grocery.,2018-01-01,144
30800,1,Tejas Patel,"Rude customer service, very un-professional untrained staff. Extremely dissatisfied with the tire technician. Something fishy, I paid for my tires and when I go to get them installed I was asked they the tires were not here and I was …",2018-01-01,144
30801,5,Jiong Wu,Good price when you buy in bulk.,2017-01-01,144
30802,3,Natasha Handschumacher,Deli counter very slow and some one the staff is rude,2018-01-01,144
30803,4,Jessica McBride,BJ's  always have what I need .,2018-01-01,144
30804,5,Maria Menendez,I Love shopping for my family's!!!,2018-01-01,144
30805,5,Liziane Borges,Amazing Place 😊,2018-01-01,144
30806,5,Neelima Vatsavayi,Great  store for bulk buying,2018-01-01,144
30807,5,Vikram Haran,Get variety,2020-01-01,144
30808,5,Robert Hopkins,Clean helpful people.,2018-01-01,144
30809,2,Linda Killarney,Deli takes forever,2018-01-01,144
30810,5,Maria ojeda,Very friendly and very helpful,2018-01-01,144
30811,4,Ray Kennedy,"Pricey, but as expected since it mostly in bulk.",2018-01-01,144
30812,5,Robin Constant,Excellent service,2018-01-01,144
30813,4,Terry Zocco,Great!,2018-01-01,144
30814,4,Arvind Shukla,Good stuff at attractive prices,2018-01-01,144
30815,3,DL Birks,Not thrilled with this store's parking or set up.,2018-01-01,144
30816,5,Ben Daley,Nice new clean store,2018-01-01,144
30817,3,Susan Manser,associates do not move and block the way bullshitting and you have to almost yell to get out of register area,2018-01-01,144
30818,5,Frederick Fraley,It is always experience at BJ's,2018-01-01,144
30819,3,Maryann Lopez,I like the price but I do not like when I get to the cashier because they all look so miscible no one give you a smile and or look straight to your eyes,2018-01-01,144
30820,5,Luz Martinez,Awesome,2018-01-01,144
30821,4,eric drake,Not bad not bad at all,2018-01-01,144
30822,4,George Pfuetzner,Okay,2018-01-01,144
30823,5,William Root,Excellent!,2018-01-01,144
30824,4,Shaun Violette,"Frequently shop here, saves a small bundle on drinks for lunches and meats.",2018-01-01,144
30825,4,Jamaal Tanksley,Great deals,2018-01-01,144
30826,5,David L Smith,Outstanding.,2018-01-01,144
30827,4,Tom Alex,Good,2018-01-01,144
30828,2,Joy Mounds,I went to BJ's today to get some things for my dog and some other items. A lot of the items are no longer there. They changed it quite a few. That was disappointed because I've been using those items for a long time.,2018-01-01,144
30829,4,Manuel Ocasio,What to do on a rainy day?? Go shopping at BJ's!!,2018-01-01,144
30830,4,Anuj Sood,Ok,2018-01-01,144
30831,4,Swif G,Gas not as cheap as west Hartford location,2018-01-01,144
30832,3,Sandra Szczepanik,3 items out of stock. Disappointed.,2018-01-01,144
30833,2,g s,It was gross they have coco roaches in there boxes  that people use to put there food in when leaving.pricing is ok .,2018-01-01,144
30834,1,Ganesh M,"Rude customer service front desk!!

Place has got multiple impatient employees in customer service desk. Not worth it for the membership we pay.",2018-01-01,144
30835,5,Kishore Ravindran,Always a great place to shop,2018-01-01,144
30836,1,John Heinmiller,repeated long lines checking out,2017-01-01,144
30837,5,Cindy Cable,Good items reasonable prices,2018-01-01,144
30838,4,Vishakh Talanki,Wholesale store,2016-01-01,144
30839,5,Vijai Narayanan Nallan Chakravarthy,Nice customer service,2016-01-01,144
30840,5,Zabdiel Roman,Organized place,2017-01-01,144
30841,4,Mark A. Bibbins,Great for gas and groceries.,2017-01-01,144
30842,5,Ramkee Narayan,Great place to shop daily needs,2017-01-01,144
30843,4,Trevonn Coleman,,2017-01-01,144
30844,3,Christian Lopez,,2020-01-01,144
30845,4,Twum Ampofo,,2019-01-01,144
30846,4,Aziz El Hajji,,2018-01-01,144
30847,5,Steve Konopka,,2018-01-01,144
30848,5,Alvaro Velazquez,,2019-01-01,144
30849,4,Pooja Sharma,,2018-01-01,144
30850,5,Shae Elyse,,2018-01-01,144
30851,5,Andrew Marocchini,,2019-01-01,144
30852,4,Avinash Gauma,,2018-01-01,144
30853,5,Arthur Chader,,2013-01-01,144
30854,5,Ashish Sharma,,2018-01-01,144
30855,5,Nilsha MP,,2018-01-01,144
30856,5,denise vargas,,2014-01-01,144
30857,5,kim norwood,,2018-01-01,144
30858,5,E Richards,,2018-01-01,144
30859,5,Benjamin Utter,,2019-01-01,144
30860,4,Aaliyah Miller,,2018-01-01,144
30861,4,Marjorie Terry,,2018-01-01,144
30862,1,Quazi Islam,,2021-02-01,144
30863,2,Garfield Haughton,,2018-01-01,144
30864,5,Sajid Bhura,,2018-01-01,144
30865,3,Geraldine George,,2018-01-01,144
30866,5,Diyana K,,2018-01-01,144
30867,4,Bhavtosh Dedania,,2016-01-01,144
30868,4,Thomas Jeffrey,,2018-01-01,144
30869,4,Greg Werling,,2020-11-01,144
30870,4,Frank Roberts Jr,,2018-01-01,144
30871,5,Elaine Bentley,,2018-01-01,144
30872,2,Alyce Fowler,,2018-01-01,144
30873,1,hussam eljafarawi,,2020-06-01,144
30874,5,arzamarskiborge,,2019-01-01,144
30875,3,Suzanne Cormier,,2017-01-01,144
30876,4,Richard Pallotti,,2018-01-01,144
30877,4,Bruce Silva,,2018-01-01,144
30878,5,carla viens,,2014-01-01,144
30879,4,Derek Green,,2018-01-01,144
30880,5,Rose Gaudette,,2018-01-01,144
30881,3,Nitesh kumar,,2021-04-13,144
30882,4,Howard Hale,,2018-01-01,144
30883,5,Lorine Lewis,,2018-01-01,144
30884,4,Abdullah AlEnizi,,2017-01-01,144
30885,5,Michelle Spielman,,2021-12-01,144
30886,4,Satyanarayana Gavirneni,,2018-01-01,144
30887,4,Huynh Tung,,2019-01-01,144
30888,4,Stephanie Wrona,,2018-01-01,144
30889,5,Kavin Raj Rajkumar,,2018-01-01,144
30890,5,Mark Trescott,,2018-01-01,144
30891,4,Dominic Hewitt,,2016-01-01,144
30892,5,Michael,,2015-01-01,144
30893,5,Agyei Bossman,,2018-01-01,144
30894,5,Peter Alessi,,2018-01-01,144
30895,1,husain chow,,2018-01-01,144
30896,5,Yogindra Acharya,,2018-01-01,144
30897,4,Nadine Stanchfield,,2018-01-01,144
30898,5,Jasmin A,,2020-08-01,144
30899,5,Alkesh Khatri,,2018-01-01,144
30900,5,Samith Laksitha,,2020-01-01,144
30901,5,Denise Jackson,,2020-05-01,144
30902,5,Synceer gaming reactions and more awy,,2018-01-01,144
30903,5,Meghan Hanley,,2018-01-01,144
30904,5,Naseem Mohammed,,2018-01-01,144
30905,4,John Mcmahon,,2018-01-01,144
30906,5,Bob Reust,,2019-01-01,144
30907,5,juliamudloff,,2018-01-01,144
30908,4,Manimaran Ramakrishnan,,2017-01-01,144
30909,5,Teri Tucker,,2018-01-01,144
30910,4,Waldemar Demusz,,2018-01-01,144
30911,4,Horace Sappleton,,2018-01-01,144
30912,5,Chris Lee,,2018-01-01,144
30913,3,Michaelf Doughty,,2018-01-01,144
30914,4,Ernie Vigue,,2018-01-01,144
30915,1,Lakia Lucas,,2020-09-01,144
30916,5,Ryan Blanck,,2020-09-01,144
30917,3,Satya Chowdary,,2018-01-01,144
30918,5,Michael Wilson,,2018-01-01,144
30919,5,Anil Kumar,,2018-01-01,144
30920,1,Nyree Cooper,,2018-01-01,144
30921,4,Ethanadiel Gaming,,2016-01-01,144
30922,4,arunika das,,2018-01-01,144
30923,5,GE Finn,,2018-01-01,144
30924,5,Sheila Carroll,,2018-01-01,144
30925,4,sharon orabona,,2018-01-01,144
30926,3,Ruth Heller,,2018-01-01,144
30927,5,Jocelyn M,,2018-01-01,144
30928,5,Chicky FloPapi,,2018-01-01,144
30929,5,mohand tahar irid,,2017-01-01,144
30930,5,Robert Daly,,2017-01-01,144
30931,5,Ryan McConville,,2018-01-01,144
30932,5,Mark Ashwell,,2019-01-01,144
30933,4,George Krupa,,2018-01-01,144
30934,5,Avinash Tadepalli,,2018-01-01,144
30935,4,Elode trust,,2019-01-01,144
30936,1,Des,,2018-01-01,144
30937,4,Mihir Patel,,2016-01-01,144
30938,4,Terry Bukowski,,2019-01-01,144
30939,4,Halle marie Brown,,2018-01-01,144
30940,4,Dayneris Rodriguez,Convenient shopping. Like it better than Costco because they open earlier and you have less people at 9am. Some products are only found here and I like that they have signs on each isle to know exactly where you can find what you are looking for.,2021-04-11,145
30941,2,Michelle Duke,"Decent prices. Comparable to Costco. Clearly not too concerned with inforcing mask wearing...
This lady and her husband walked around the whole store with no mask. And when I addressed it with a fee employees, Noone did anything. So ill be shopping elsewhere until they can do better.",2021-02-01,145
30942,3,Toccara Martin,Docks on side of building. Not much maneuvering room. Receiving hours 6am-12pm. You have to wait inside while being unloaded. Friendly staff. Quick unloading.,2021-04-01,145
30943,5,Cynthia Witherspoon,Convenient store right off 390 with great sales for large amount of product AND you can clip their coupons right to your card using online account set up Um BJs is FANTABULOUS!,2021-04-14,145
30944,4,Lloydsof Rochester,"It has good choices, although the selection is not as wide as it would be in a supermarket. The parking is easy.",2021-03-01,145
30945,5,FAMILY LIFE,This is my first choice for my groceries you get bulk items and the prices you can't beat it. The meat is always fresh and family pack,2021-04-12,145
30946,4,Jenn Apple,Was crowded and long lines but had a great deal on lots of things. Use the self checkouts they always have shorter lines and use the app too to save time,2021-01-01,145
30947,1,Elizabeth Watkins,I am usually very satisfied with BJs in Greece but today I was a victim of RACIAL PROFILING. I am very disappointed with how I was treated and accused of not paying for an item in my cart while the the receipt clearly had the item on it. In …,2021-12-01,145
30948,1,P C,"I will never shop here again. Signs were very specific about wearing masks. However, several shoppers did not comply, many more had their masks on with noses exposed or nose and mouth exposed. Some employees had noses exposed. Testing is …",2020-08-01,145
30949,4,Wendy G,I get my bulk items here,2021-04-12,145
30950,3,Kim Edmond,"I have asthma and have not been out shopping, but I needed to get a few things. I was please to see signs posted about keeping your distance and wearing masks and even having the carts cleaned. I was disappointed to see how many people were …",2020-05-01,145
30951,5,Edward Ehrmentraut,Very good customer service,2021-02-01,145
30952,2,David S,"Update: For a while there, at the height of the COVID crisis, BJ’s “automagically” added ALL coupons to your membership card! So we now know it’s technically possible. But alas... they are back to their evil time-wasting ways. All I’ve ever …",2020-09-01,145
30953,5,Thomas Arias,"Nothing to complain about. This is my home store and I always come here for everything. Never had an issue and the check out lines are short.

The BJs app is awesome and you can clip coupons from the app and it will automatically discount …",2020-01-01,145
30954,2,Susan Pire,"Rating 2/5 because of fair prices. However, the employee that works in the self check out area of this location is very rude. I have tried multiple times to excuse her poor attitude as to maybe she's just having a bad day. I would think if one decides to work with the public then you should try to atleast be kinder to people.",2020-06-01,145
30955,2,Larry F,Always out of stock on many items. Poorly organized store. Many employees wearing masks improperly or not at all!,2020-08-01,145
30956,2,Dad Does Things,Laziest employees. Never wiped down registers in between customers.  Kid as you leave wears the same gloves to check all receipts.  Only reason for a 2 star is because of prices.,2020-01-01,145
30957,5,Bob Parina,Nice wholesale store. We have been going for years. Very well stocked and a good selection.,2020-01-01,145
30958,5,Troy Fetzner,Great selection and good price. They have a good layout as well.,2020-01-01,145
30959,4,Wirewatch,It's a nice store with lots of in-stock merchandise but I feel that if they're going to offer online shopping then they should always have an online chat available to ask simple questions w/o having to call.,2020-01-01,145
30960,1,Thomas Gill,On day off went to tire center to have tires that I purchased at bjs (greece) location rebal anced and rotated due to wobble of front tire at high speed. Bays were empty with two people there. Said couldn't do because they had appointments …,2020-01-01,145
30961,5,Roger Reddy,"You have to get everything in bulk, but they have the best prices on those large quantity items. They also have the best price in town on gas and with their credit card you get an extra $0. 10 of gallon discount. Sometimes they have another $0. 25 per gallon discount when you buy certain items.",2019-01-01,145
30962,1,Kenneth Brauner,Check the date on all your items. We purchased a five layer dip that expired three weeks ago. We almost bought vitamins that expire next month  as well. They dont seem to be rotating their stock or checking the dates. When we called for a …,2020-01-01,145
30963,4,Adrian King,Great product!!!,2021-12-01,145
30964,5,Karen's Bubble,I love this BJ's. They have great samples. A great selection. And the store is always clean and stocked!,2019-01-01,145
30965,4,Unai Anton,"Good princes and offers, although most of the  products come in big quantities.",2019-01-01,145
30966,1,Iman Abdalla,Very rude staff!,2020-10-01,145
30967,4,Mark Goldberg,"Checked out the eyeglass area,and had a hot dog. Food was good, n Jan was super nice per usual.
The glass person was pleasant n knowledgeable, John I think",2018-01-01,145
30968,4,R.F. Richardson JR,"Great value, easy shopping. Same top brands Sam's Club carried. Good quality.",2018-01-01,145
30969,4,Ernie Dankert,"Clean, well stocked and good selection of food. Good price point on propane refills. Tire sale priced more than Firestone store.",2018-01-01,145
30970,4,Drew C,My Wife and I will always go here for certain items that come in bulk size and are whole sale priced. Makes are shopping easier coming here because get things in a bulk size so we won't have to take two trips back and also be cheaper in the long run.,2016-01-01,145
30971,4,Laurie Alvarez,people working there were very pleasant it was an okay atmosphere the only problem is trying there was about 3 4 5 things I could not find it had coupons on and I went down every aisle,2018-01-01,145
30972,5,Nancy Slater,"Great buyd, lots of coupons to use in their monthly flyers. Also, they except manufactory coupons. Clerks very friendly and helpful. Join today ,shop here alot.",2019-01-01,145
30973,3,paula crawford,I love The BJs it's been a Rochester for some years before Sam's Club came and that's why I support BJ's but I like Sam Club has a bigger selection of everything I wish BJ's will get a bigger selection plus the fact BJ's membership is more …,2018-01-01,145
30974,5,Amy Young,"Great selection of merchandise.  You must buy a membership to get the discounted prices.  Clean, well stocked, and friendly staff.",2018-01-01,145
30975,5,Michael Hudzinski,I was able to find the products I was looking for in short amount of time.  And check was short wand excellent.,2018-01-01,145
30976,5,Joan Pulley,"Great quality, great prices and wonderful staff!",2019-01-01,145
30977,5,Triger Henry,I love BJ's because it's cheap reasonable and give you money back when you shop especially when you use coopon and anything you buy  cheaper you get back your money,2018-01-01,145
30978,5,Damian DiPerno,"I love BJ's do to the close proximity  to my home, the fantastic prices, fabulous discounts and friendly service.",2018-01-01,145
30979,5,Jocca,"I love BJ's, its the best place to buy all my toiletries and a whole lot more.",2018-01-01,145
30980,5,Gisela Liranza,"Nice store, so far have found good merchandise and good prices.
The staff is friendly and helpful.",2017-01-01,145
30981,1,Kim Lyons,"No helpful staff. Wanted to buy 55"" tv, but model we were looking at was not turned on to view picture. Then asked for assistance in locating another tv from different manufacturer, but not a store employee in sight. Asked for adsistance, …",2018-01-01,145
30982,5,Jacquie Webb,"The Best Place to Shop. Prices are good, using the coupons make shopping great and staff friendly.",2017-01-01,145
30983,5,Kristina Bailey,Very close by. Cheap gas. Allows me to stock up on products for cheap. I love it,2017-01-01,145
30984,4,NIghtstyles Official,"Good selection,  bulk process,  quality store brand.  Gas discounts",2018-01-01,145
30985,4,Tori52 Papi59,I was glad to see new and more self checkout good job guys!!!,2018-01-01,145
30986,4,Jeff Hetzer,Excellent gas prices. Wide selection of merchandice at good prices.,2018-01-01,145
30987,4,Debbie Blaszkow,"Prices are good, found what we needed, self check out worked well.",2018-01-01,145
30988,1,Janior Valle,"Just shop somewhere else. Horrible customer service. Spend the money on a Costco membership or somewhere else. Besides the horrendous customer service, I've bought meat three times from there and it's been spoiled when the meat/steaks were turned over/underneath. Disgusting.",2019-01-01,145
30989,4,Tina Martin,Out of a few things that I wanted to use coupons for but they have all the other things I was looking for.,2018-01-01,145
30990,2,Craig Shaw,Disappointed in the conditions they impose on some of their specials (the latest one for a gas discount is a good example) and coupon expiration dates. It's hard to get everything you want in one monthly trip.,2018-01-01,145
30991,4,Jacob Publicover,"Nice BJs, they have gas and an easy parking lot to get in and out of.",2017-01-01,145
30992,5,Lovely Lovette,"Store was clean and comfortable, everything was easy to find and well stocked. The cashiers at self check out were very close and ready to respond to any issues.",2018-01-01,145
30993,5,Celeste Mercandetti,It's got more organic selections than other warehouse retailers. The people r great & friendly & best of all they have great prices.,2018-01-01,145
30994,5,Tamara Wyatt,"I love bj""s wholesale😚",2018-01-01,145
30995,5,Mike Snyder,Great place to stock up on essentials.,2018-01-01,145
30996,5,Art Giamberdino,Great bulk food deals,2019-01-01,145
30997,2,Lisa Mcbride,"Ok k t a
littr
W",2018-01-01,145
30998,5,Jason Bramwell,"great deals, need to look in ads to find them.",2018-01-01,145
30999,4,Garesha Reid,Good. No pineapple juice though. Very sad.,2018-01-01,145
31000,1,Joe Martin,They insist a product is in the store but no one can find it for the last two weeks they say it's still in the shipping dock after two weeks I just ordered it on line from another company no one checks they just say come back next week it should be on the shelf next week,2019-01-01,145
31001,5,Mike Steiner,Wasn't too keen on the location when it first arrived but now I couldn't picture it anywhere else! They have great stuff at a great price!,2017-01-01,145
31002,5,Judy Longo,Clean organized excellent customer support,2018-01-01,145
31003,1,Joe Schott,Men's room is a mess. Worst I've seen in quite awhile,2018-01-01,145
31004,5,Viola Speed,Clean friendly. Saved tons of money,2018-01-01,145
31005,4,Tammy Capizzi,Great place to shop. Friendly staff,2018-01-01,145
31006,5,Mark Devincentis,"We'll lit, well organized, good prices... We'll be back!",2018-01-01,145
31007,5,Adele Gilmore,"We were members for a number of years. We made a mistake leaving BJ's for Costco. Less than a year later, we came back and never want to leave!",2018-01-01,145
31008,1,David Stone,Christmas displays in october just not right!,2018-01-01,145
31009,3,Omar James,Need bigger sizes like 2xl in clothes,2018-01-01,145
31010,4,Rashaunda Henderson,Good deals on electrics,2018-01-01,145
31011,4,Billy Quackenbush,They need get back a lot of things that they us to have.,2018-01-01,145
31012,1,Chris Skerritt,Not the place for employment if you are looking to work here ! Management is snippy and has attitude !! Not an equal opportunity employer !!,2019-01-01,145
31013,5,Nancy White,Always a great shopping exp,2018-01-01,145
31014,4,Brandon Jack,"Very fresh produce, good quality",2018-01-01,145
31015,5,tony e,Nice store,2018-01-01,145
31016,1,P M,"Trying to buy luggage. The sign was clearly over one type, with description and price, we matched it to box, then at register told is was the wrong one, they had none left of the correct one. I don't want to go to bj school to match up products, I want to buy it and get out.",2018-01-01,145
31017,5,Russell Van Der Linden,"we used our BJ's credit card inside and bought three of the special items and received the $20 discount and then purchased gasoline and received a 25 cent per gallon mark down, YEAH!",2018-01-01,145
31018,5,Linda Hayes,Great!,2018-01-01,145
31019,4,Sammy Ebangwese,Good.,2018-01-01,145
31020,5,Karen Trimm,Love this store,2018-01-01,145
31021,4,Michael Ciaralli,Gin and easy.,2018-01-01,145
31022,4,Euri Seche,Employees are friendly and clean environment,2018-01-01,145
31023,1,JON DRAGER,Suck,2018-01-01,145
31024,4,henrietta osei-boakye,It had what i was looking for.,2018-01-01,145
31025,5,Frank Alvarado,Better that Sam's,2018-01-01,145
31026,5,Coleen Cliff,In and out quickly,2018-01-01,145
31027,5,Patricia Atterberry,All Good....,2018-01-01,145
31028,4,Charles acosta,Very clean and polite,2018-01-01,145
31029,5,Peggy McCray,Excellent prices and availability,2018-01-01,145
31030,5,daniel maley,Great place,2018-01-01,145
31031,4,Emma Anderson,Good brands and selection.,2018-01-01,145
31032,4,Alolan Greninja,When you need stuff in large quantities,2018-01-01,145
31033,5,Brian Barcomb,Always great,2018-01-01,145
31034,5,Mike Murphy,Family takes advantage of membership benefits,2017-01-01,145
31035,5,Cynde Kinyon,I do a majority of my shopping at BJ's.  And Rochester has plenty of locations.,2017-01-01,145
31036,5,Marcus Davis,Excellent. Live shopping here,2017-01-01,145
31037,5,al k,Easy to get to,2017-01-01,145
31038,5,Richard Colón,Great service,2016-01-01,145
31039,3,Fatima Williams,"(Translated by Google) BJs

(Original)
BJs",2018-01-01,145
31040,5,Jan Taylor,,2018-01-01,145
31041,1,Nawaf Alotaibi,,2018-01-01,145
31042,5,Kathy Salerno,,2016-01-01,145
31043,4,sam attardo,,2018-01-01,145
31044,5,Sweet Ladii,,2019-01-01,145
31045,5,Dwayne McKinney,,2018-01-01,145
31046,5,Mario Sr Sanna,,2018-01-01,145
31047,5,Lorenzo Mcmillian,,2018-01-01,145
31048,5,Farasa Brown,,2018-01-01,145
31049,5,Eric DiPaola,,2018-01-01,145
31050,4,Karen Spotford,,2018-01-01,145
31051,4,Gregory Simmons,,2017-01-01,145
31052,5,Tony Thorpe,,2018-01-01,145
31053,4,Kelly Hall,,2018-01-01,145
31054,5,Robert Lucia,,2018-01-01,145
31055,5,Vivian Smith,,2018-01-01,145
31056,5,Tara Palmer,,2018-01-01,145
31057,5,Micheal Wilson,,2018-01-01,145
31058,5,marilyn1882,,2020-01-01,145
31059,5,Milly Cosme,,2018-01-01,145
31060,5,Celestino Mendez,,2018-01-01,145
31061,5,Peter Maloy,,2018-01-01,145
31062,5,Petta Davidson,,2016-01-01,145
31063,4,Phil Pavone,,2020-01-01,145
31064,5,Jam Moody,,2018-01-01,145
31065,4,Gregory Taylor,,2018-01-01,145
31066,4,Robert Davis,,2018-01-01,145
31067,4,Monroe BOCES,,2018-01-01,145
31068,3,Laurie Haberger,,2020-11-01,145
31069,5,henry nguyen,,2020-06-01,145
31070,4,Douglas Moran,,2018-01-01,145
31071,5,Luke Kearns,,2016-01-01,145
31072,4,Alexandria Cooper,,2018-01-01,145
31073,5,Tyra Barton,,2018-01-01,145
31074,4,Eden,,2018-01-01,145
31075,5,lin jiang,,2020-01-01,145
31076,4,Charla Scacchetti,,2018-01-01,145
31077,5,Ryan Hart,,2018-01-01,145
31078,3,Stephen Coppola,,2017-01-01,145
31079,5,Pat Fowler,,2018-01-01,145
31080,5,Dave Prevosti,,2013-01-01,145
31081,5,Barbara Anderson,,2020-01-01,145
31082,5,Kathy Salerno,,2017-01-01,145
31083,5,Cooleana Coger,,2018-01-01,145
31084,4,Tim Tobin,,2018-01-01,145
31085,5,Claudene Dixon-Banks,,2020-01-01,145
31086,5,Ed Hazard,,2018-01-01,145
31087,4,mark cochran,,2018-01-01,145
31088,5,Kelly Graus,,2018-01-01,145
31089,5,Tonia Visconte,,2018-01-01,145
31090,4,Kyle Besser,,2018-01-01,145
31091,4,Bruce Schwager,,2018-01-01,145
31092,5,corinne zajac,,2020-01-01,145
31093,5,robert burris,,2018-01-01,145
31094,5,Nykki Machete,,2018-01-01,145
31095,5,Sandra Wade,,2018-01-01,145
31096,5,Crystal Wigington,,2018-01-01,145
31097,5,Robert Roles,,2020-06-01,145
31098,5,Richard Frisicano,,2018-01-01,145
31099,5,Elizabeth Forbes,,2016-01-01,145
31100,5,Barbara Difilippo,,2021-03-01,145
31101,5,Nancy Longo,,2018-01-01,145
31102,5,Loretta Bredman,,2019-01-01,145
31103,5,Ashley A,,2019-01-01,145
31104,4,John Vassallo,,2020-01-01,145
31105,4,Rob Smura,,2018-01-01,145
31106,4,nancy fedele,,2018-01-01,145
31107,5,Paul Koskey,,2018-01-01,145
31108,4,Annmarie Bryant,,2016-01-01,145
31109,5,Shahon Dawson,,2018-01-01,145
31110,5,TerLnKim Mosley,,2019-01-01,145
31111,4,John Gulisano,,2020-10-01,145
31112,5,Dorine Mccray,,2018-01-01,145
31113,5,Craig Tompkins,,2018-01-01,145
31114,4,Evert Garcia,,2018-01-01,145
31115,3,Kristine M,,2018-01-01,145
31116,4,Diane Rapp,,2018-01-01,145
31117,1,Rita Fancher,,2016-01-01,145
31118,5,Michele Bennett,,2017-01-01,145
31119,5,Michael Ilievski,,2018-01-01,145
31120,5,Mary La Martina,,2018-01-01,145
31121,5,Bernard Wilson,,2018-01-01,145
31122,5,Micasha Ottley,,2018-01-01,145
31123,5,steve nichols,,2018-01-01,145
31124,5,Theresa Richardson,,2018-01-01,145
31125,5,J Q,,2018-01-01,145
31126,5,Robert Heywood,,2018-01-01,145
31127,4,Ronald Gardner,,2020-11-01,145
31128,2,Ana Luciano,,2018-01-01,145
31129,5,Lawrence Petersen,Rivals Costco and Sam's..... I enjoy the discounted membership fee.,2021-04-01,146
31130,5,Online Marketing Shark,My favorite find here are these Lacey’s dark chocolate crisps I cannot put them down. I have also found a ton of great deals such as you can find at Costco or Sams Club but this is close and convenient with IMO a lot more options than other places.,2019-01-01,146
31131,1,Brett Ribblett,"Run, avoid this place unless you want poor customer service, excuses from management, and expired food.",2021-03-01,146
31132,1,ShugarySweet SWEET,BJs closes at 9pm. It was 8:53pm the lady at the front door would not let multiple people in. I only wanted one roll of dog food. I would have been out before 9pm but they wouldn't let us in,2021-04-01,146
31133,2,Beverly W,Their bakery is the worst! I ordered a cake for my family reunion and none of the instructions were followed. I asked for a cake with sea blue icing and coral writing. They told me they could do teal blue and pink writing/trimming. Instead …,2019-01-01,146
31134,1,Meagan H,I’m beyond upset with the lady at the front door checking receipts. She would not allow my 2 year old in the store without a mask yet there was a woman who was getting her cart checked without a mask even in site when we got there. When we …,2020-08-01,146
31135,2,Big G,No chinet thick plates. Urine all over bathroom floor. Toilet paper all over floor in stalls. Smelled terrible like urine. The smell was too strong. Couldn't use the bathroom just waited until I got home. Whole isle with no paper towels. I …,2020-11-01,146
31136,5,Kristen Acree,Very clean store and friendly associates. Everything was stocked nicely and the line was not too long,2020-10-01,146
31137,1,Jennifer Smith,"On 5/23/20 the Chesapeake store tried to get someone from Hampton to answer the phone for over 30 minutes to check product availability. Once on the phone, the manager Christine was rude and uncooperative. Finally they agreed to save us two …",2020-06-01,146
31138,5,Jamie Hayden,Love my BJ's member ship,2021-03-01,146
31139,5,Linda Quattlebaum,Excellent service always. I also save a lot of money.  I am so glad they have senior day which helps the older generation.  Will always remain a member of this store.  Thanks for being there for all of us.,2020-01-01,146
31140,3,ME Cosby,"Over priced, lines too long.",2021-03-01,146
