full,split,length,title,subtitle,date_published,text,date_scraped,rating,top_reviewer,helpful_reviewer,rating_count,name,review_count
"S
Scott
4 ratings4 reviews
December 13, 2014
Coupons
Helpful
04/07/2021 13:34:02
5","['S', 'Scott', '4 ratings4 reviews', 'December 13, 2014', 'Coupons', 'Helpful', '04/07/2021 13:34:02', '5']",8,Scott,4 ratings4 reviews,12/13/2014,Coupons,04/07/2021 13:34:02,5,0,0,4,Scott,0
"E
Eleni
3 ratings2 reviews
December 13, 2014
Get there super early on Saturdays!
Helpful
04/07/2021 13:34:02
5","['E', 'Eleni', '3 ratings2 reviews', 'December 13, 2014', 'Get there super early on Saturdays!', 'Helpful', '04/07/2021 13:34:02', '5']",8,Eleni,3 ratings2 reviews,12/13/2014,Get there super early on Saturdays!,04/07/2021 13:34:02,5,0,0,3,Eleni,0
"I
Idalia
1 ratings1 reviews
December 13, 2014
You will be offered the opportunity to apply the $10 gift card towards an annual membership (which costs $30).
Helpful
04/07/2021 13:34:06
5","['I', 'Idalia', '1 ratings1 reviews', 'December 13, 2014', 'You will be offered the opportunity to apply the $10 gift card towards an annual membership (which costs $30).', 'Helpful', '04/07/2021 13:34:06', '5']",8,Idalia,1 ratings1 reviews,12/13/2014,You will be offered the opportunity to apply the $10 gift card towards an annual membership (which costs $30).,04/07/2021 13:34:06,5,0,0,1,Idalia,0
"P
PeggyTOP REVIEWER
9 ratings6 reviews
December 13, 2014
Great way to shop for the holidays
Helpful
04/07/2021 13:34:06
5","['P', 'PeggyTOP REVIEWER', '9 ratings6 reviews', 'December 13, 2014', 'Great way to shop for the holidays', 'Helpful', '04/07/2021 13:34:06', '5']",8,PeggyTOP REVIEWER,9 ratings6 reviews,12/13/2014,Great way to shop for the holidays,04/07/2021 13:34:06,5,1,0,9,Peggy,0
"N
NicoleTOP REVIEWER
29 ratings13 reviews
December 13, 2014
Great store. Cheaper than other warehouse stores. Better selection
Helpful
04/07/2021 13:34:06
5","['N', 'NicoleTOP REVIEWER', '29 ratings13 reviews', 'December 13, 2014', 'Great store. Cheaper than other warehouse stores. Better selection', 'Helpful', '04/07/2021 13:34:06', '5']",8,NicoleTOP REVIEWER,29 ratings13 reviews,12/13/2014,Great store. Cheaper than other warehouse stores. Better selection,04/07/2021 13:34:06,5,1,0,29,Nicole,0
"C
Cynthia
2 ratings1 reviews
December 13, 2014
Great deal!
Helpful
04/07/2021 13:34:06
5","['C', 'Cynthia', '2 ratings1 reviews', 'December 13, 2014', 'Great deal!', 'Helpful', '04/07/2021 13:34:06', '5']",8,Cynthia,2 ratings1 reviews,12/13/2014,Great deal!,04/07/2021 13:34:06,5,0,0,2,Cynthia,0
"K
Katy
7 ratings3 reviews
December 13, 2014
Very comparable with Sam's Club so just a matter of your location.
Helpful
04/07/2021 13:34:06
5","['K', 'Katy', '7 ratings3 reviews', 'December 13, 2014', ""Very comparable with Sam's Club so just a matter of your location."", 'Helpful', '04/07/2021 13:34:06', '5']",8,Katy,7 ratings3 reviews,12/13/2014,Very comparable with Sam's Club so just a matter of your location.,04/07/2021 13:34:06,5,0,0,7,Katy,0
"J
JULIATOP REVIEWER
21 ratings5 reviews
December 13, 2014
Be prepared to spend extra time and realize sticking to a list is sometimes hard to do. They have great deals but you still have to be a savy shopper.
Helpful
04/07/2021 13:34:06
5","['J', 'JULIATOP REVIEWER', '21 ratings5 reviews', 'December 13, 2014', 'Be prepared to spend extra time and realize sticking to a list is sometimes hard to do. They have great deals but you still have to be a savy shopper.', 'Helpful', '04/07/2021 13:34:06', '5']",8,JULIATOP REVIEWER,21 ratings5 reviews,12/13/2014,Be prepared to spend extra time and realize sticking to a list is sometimes hard to do. They have great deals but you still have to be a savy shopper.,04/07/2021 13:34:06,5,1,0,21,JULIA,0
"T
TeriTOP REVIEWER
29 ratings12 reviews
December 13, 2014
My first visit with the trial membership and I was overcharged by $90. I called the manager and was told I had to come back to the store to get a refund. I live 30 minutes away and had to spend $3 in gas because THEY made a mistake
Helpful
04/07/2021 13:34:06
1","['T', 'TeriTOP REVIEWER', '29 ratings12 reviews', 'December 13, 2014', 'My first visit with the trial membership and I was overcharged by $90. I called the manager and was told I had to come back to the store to get a refund. I live 30 minutes away and had to spend $3 in gas because THEY made a mistake', 'Helpful', '04/07/2021 13:34:06', '1']",8,TeriTOP REVIEWER,29 ratings12 reviews,12/13/2014,My first visit with the trial membership and I was overcharged by $90. I called the manager and was told I had to come back to the store to get a refund. I live 30 minutes away and had to spend $3 in gas because THEY made a mistake,04/07/2021 13:34:06,1,1,0,29,Teri,0
"A
Agnes
2 ratings1 reviews
December 12, 2014
Meats are way cheaper than other grocery stores
Helpful
04/07/2021 13:34:06
5","['A', 'Agnes', '2 ratings1 reviews', 'December 12, 2014', 'Meats are way cheaper than other grocery stores', 'Helpful', '04/07/2021 13:34:06', '5']",8,Agnes,2 ratings1 reviews,12/12/2014,Meats are way cheaper than other grocery stores,04/07/2021 13:34:06,5,0,0,2,Agnes,0
"G
GeorgiaTOP REVIEWERHELPFUL REVIEWERSHUTTERBUG
79 ratings62 reviews9 photos
December 12, 2014
Certain items are a great savings. The grocery items are priced well.
Helpful
04/07/2021 13:34:06
5","['G', 'GeorgiaTOP REVIEWERHELPFUL REVIEWERSHUTTERBUG', '79 ratings62 reviews9 photos', 'December 12, 2014', 'Certain items are a great savings. The grocery items are priced well.', 'Helpful', '04/07/2021 13:34:06', '5']",8,GeorgiaTOP REVIEWERHELPFUL REVIEWERSHUTTERBUG,79 ratings62 reviews9 photos,12/12/2014,Certain items are a great savings. The grocery items are priced well.,04/07/2021 13:34:06,5,1,1,79,Georgia,0
"C
CraigTOP REVIEWER
20 ratings6 reviews
December 12, 2014
Take advantage of this offer!!!
Helpful
04/07/2021 13:34:06
5","['C', 'CraigTOP REVIEWER', '20 ratings6 reviews', 'December 12, 2014', 'Take advantage of this offer!!!', 'Helpful', '04/07/2021 13:34:06', '5']",8,CraigTOP REVIEWER,20 ratings6 reviews,12/12/2014,Take advantage of this offer!!!,04/07/2021 13:34:06,5,1,0,20,Craig,0
"G
Ghanshyam
5 ratings2 reviews
December 12, 2014
Even though you pay membership fees, you will find some products same/more priced as elsewhere. Be careful while doing shopping at BJs. They have some items at wholesale rate though but you will need to know other store prices to be sure.
Helpful
04/07/2021 13:34:10
5","['G', 'Ghanshyam', '5 ratings2 reviews', 'December 12, 2014', 'Even though you pay membership fees, you will find some products same/more priced as elsewhere. Be careful while doing shopping at BJs. They have some items at wholesale rate though but you will need to know other store prices to be sure.', 'Helpful', '04/07/2021 13:34:10', '5']",8,Ghanshyam,5 ratings2 reviews,12/12/2014,"Even though you pay membership fees, you will find some products same/more priced as elsewhere. Be careful while doing shopping at BJs. They have some items at wholesale rate though but you will need to know other store prices to be sure.",04/07/2021 13:34:10,5,0,0,5,Ghanshyam,0
"H
Heather
17 ratings4 reviews
December 12, 2014
Not that impressed with the club. Customer service was very lacking.
Helpful
04/07/2021 13:34:10
1","['H', 'Heather', '17 ratings4 reviews', 'December 12, 2014', 'Not that impressed with the club. Customer service was very lacking.', 'Helpful', '04/07/2021 13:34:10', '1']",8,Heather,17 ratings4 reviews,12/12/2014,Not that impressed with the club. Customer service was very lacking.,04/07/2021 13:34:10,1,0,0,17,Heather,0
"S
Silas
3 ratings1 reviews
December 11, 2014
Buy all you can
Helpful
04/07/2021 13:34:10
5","['S', 'Silas', '3 ratings1 reviews', 'December 11, 2014', 'Buy all you can', 'Helpful', '04/07/2021 13:34:10', '5']",8,Silas,3 ratings1 reviews,12/11/2014,Buy all you can,04/07/2021 13:34:10,5,0,0,3,Silas,0
"G
Guy
6 ratings2 reviews
December 11, 2014
Great deal!
Helpful
04/07/2021 13:34:10
5","['G', 'Guy', '6 ratings2 reviews', 'December 11, 2014', 'Great deal!', 'Helpful', '04/07/2021 13:34:10', '5']",8,Guy,6 ratings2 reviews,12/11/2014,Great deal!,04/07/2021 13:34:10,5,0,0,6,Guy,0
"R
RebeccaTOP REVIEWERHELPFUL REVIEWER
54 ratings47 reviews
December 11, 2014
Have plenty if time! Lots to see & buy!
Helpful
04/07/2021 13:34:10
5","['R', 'RebeccaTOP REVIEWERHELPFUL REVIEWER', '54 ratings47 reviews', 'December 11, 2014', 'Have plenty if time! Lots to see & buy!', 'Helpful', '04/07/2021 13:34:10', '5']",8,RebeccaTOP REVIEWERHELPFUL REVIEWER,54 ratings47 reviews,12/11/2014,Have plenty if time! Lots to see & buy!,04/07/2021 13:34:10,5,1,1,54,Rebecca,0
"G
Geralyn
1 ratings1 reviews
December 11, 2014
Good choice and very friendly and professional associates.
Helpful
04/07/2021 13:34:10
5","['G', 'Geralyn', '1 ratings1 reviews', 'December 11, 2014', 'Good choice and very friendly and professional associates.', 'Helpful', '04/07/2021 13:34:10', '5']",8,Geralyn,1 ratings1 reviews,12/11/2014,Good choice and very friendly and professional associates.,04/07/2021 13:34:10,5,0,0,1,Geralyn,0
"M
May
1 ratings1 reviews
December 11, 2014
Wear confortable shoes and enjoy the great selections and perks.
Helpful
04/07/2021 13:34:10
5","['M', 'May', '1 ratings1 reviews', 'December 11, 2014', 'Wear confortable shoes and enjoy the great selections and perks.', 'Helpful', '04/07/2021 13:34:10', '5']",8,May,1 ratings1 reviews,12/11/2014,Wear confortable shoes and enjoy the great selections and perks.,04/07/2021 13:34:10,5,0,0,1,May,0
"T
Tiffany
2 ratings2 reviews
December 11, 2014
Look for coupons. You can use a store coupon and manufacturer coupon on 1 item.
Helpful
04/07/2021 13:34:10
5","['T', 'Tiffany', '2 ratings2 reviews', 'December 11, 2014', 'Look for coupons. You can use a store coupon and manufacturer coupon on 1 item.', 'Helpful', '04/07/2021 13:34:10', '5']",8,Tiffany,2 ratings2 reviews,12/11/2014,Look for coupons. You can use a store coupon and manufacturer coupon on 1 item.,04/07/2021 13:34:10,5,0,0,2,Tiffany,0
"M
MarciaTOP REVIEWER
12 ratings6 reviews
December 11, 2014
Great prices! Would definitely recommend.
Helpful
04/07/2021 13:34:10
5","['M', 'MarciaTOP REVIEWER', '12 ratings6 reviews', 'December 11, 2014', 'Great prices! Would definitely recommend.', 'Helpful', '04/07/2021 13:34:10', '5']",8,MarciaTOP REVIEWER,12 ratings6 reviews,12/11/2014,Great prices! Would definitely recommend.,04/07/2021 13:34:10,5,1,0,12,Marcia,0
"B
BenjaminTOP REVIEWER
13 ratings8 reviews
December 10, 2014
Good discounts worth the $50 membership
Helpful
04/07/2021 13:34:10
5","['B', 'BenjaminTOP REVIEWER', '13 ratings8 reviews', 'December 10, 2014', 'Good discounts worth the $50 membership', 'Helpful', '04/07/2021 13:34:10', '5']",8,BenjaminTOP REVIEWER,13 ratings8 reviews,12/10/2014,Good discounts worth the $50 membership,04/07/2021 13:34:10,5,1,0,13,Benjamin,0
"L
Lousin
18 ratings4 reviews
December 10, 2014
worst customer service
Helpful
04/07/2021 13:34:14
1","['L', 'Lousin', '18 ratings4 reviews', 'December 10, 2014', 'worst customer service', 'Helpful', '04/07/2021 13:34:14', '1']",8,Lousin,18 ratings4 reviews,12/10/2014,worst customer service,04/07/2021 13:34:14,1,0,0,18,Lousin,0
"C
Carmen
3 ratings2 reviews
December 10, 2014
Great place to shop and save. You can combine manufacture coupons with their BJ's , results save $$$$. Shop smart.
Helpful
04/07/2021 13:34:14
5","['C', 'Carmen', '3 ratings2 reviews', 'December 10, 2014', ""Great place to shop and save. You can combine manufacture coupons with their BJ's , results save $$$$. Shop smart."", 'Helpful', '04/07/2021 13:34:14', '5']",8,Carmen,3 ratings2 reviews,12/10/2014,"Great place to shop and save. You can combine manufacture coupons with their BJ's , results save $$$$. Shop smart.",04/07/2021 13:34:14,5,0,0,3,Carmen,0
"D
Deborah
4 ratings2 reviews
December 10, 2014
Wonderful Customer Service.
Helpful
04/07/2021 13:34:14
5","['D', 'Deborah', '4 ratings2 reviews', 'December 10, 2014', 'Wonderful Customer Service.', 'Helpful', '04/07/2021 13:34:14', '5']",8,Deborah,4 ratings2 reviews,12/10/2014,Wonderful Customer Service.,04/07/2021 13:34:14,5,0,0,4,Deborah,0
"L
LindaTOP REVIEWER
20 ratings15 reviews
December 10, 2014
Very good experience. Our customer service lady made it a very pleasant experience.
Helpful
04/07/2021 13:34:14
5","['L', 'LindaTOP REVIEWER', '20 ratings15 reviews', 'December 10, 2014', 'Very good experience. Our customer service lady made it a very pleasant experience.', 'Helpful', '04/07/2021 13:34:14', '5']",8,LindaTOP REVIEWER,20 ratings15 reviews,12/10/2014,Very good experience. Our customer service lady made it a very pleasant experience.,04/07/2021 13:34:14,5,1,0,20,Linda,0
"M
Maryana
3 ratings1 reviews
December 10, 2014
Great customer service!
Helpful
04/07/2021 13:34:14
5","['M', 'Maryana', '3 ratings1 reviews', 'December 10, 2014', 'Great customer service!', 'Helpful', '04/07/2021 13:34:14', '5']",8,Maryana,3 ratings1 reviews,12/10/2014,Great customer service!,04/07/2021 13:34:14,5,0,0,3,Maryana,0
"M
M.
9 ratings4 reviews
December 10, 2014
More payment options than Sams Club, and smaller sizes as well as wholesale sizes.
Helpful
04/07/2021 13:34:14
5","['M', 'M.', '9 ratings4 reviews', 'December 10, 2014', 'More payment options than Sams Club, and smaller sizes as well as wholesale sizes.', 'Helpful', '04/07/2021 13:34:14', '5']",8,M.,9 ratings4 reviews,12/10/2014,"More payment options than Sams Club, and smaller sizes as well as wholesale sizes.",04/07/2021 13:34:14,5,0,0,9,M.,0
"R
RobertTOP REVIEWER
17 ratings9 reviews
December 10, 2014
Great selection. Need to hone merchandising to be truly competitive
Helpful
04/07/2021 13:34:14
5","['R', 'RobertTOP REVIEWER', '17 ratings9 reviews', 'December 10, 2014', 'Great selection. Need to hone merchandising to be truly competitive', 'Helpful', '04/07/2021 13:34:14', '5']",8,RobertTOP REVIEWER,17 ratings9 reviews,12/10/2014,Great selection. Need to hone merchandising to be truly competitive,04/07/2021 13:34:14,5,1,0,17,Robert,0
"A
AlvinTOP REVIEWER
15 ratings5 reviews
December 9, 2014
There great they take manufacture coupons
Helpful
04/07/2021 13:34:14
5","['A', 'AlvinTOP REVIEWER', '15 ratings5 reviews', 'December 9, 2014', 'There great they take manufacture coupons', 'Helpful', '04/07/2021 13:34:14', '5']",8,AlvinTOP REVIEWER,15 ratings5 reviews,12/09/2014,There great they take manufacture coupons,04/07/2021 13:34:14,5,1,0,15,Alvin,0
"O
OmarTOP REVIEWER
9 ratings5 reviews
December 9, 2014
Great prices
Helpful
04/07/2021 13:34:14
5","['O', 'OmarTOP REVIEWER', '9 ratings5 reviews', 'December 9, 2014', 'Great prices', 'Helpful', '04/07/2021 13:34:14', '5']",8,OmarTOP REVIEWER,9 ratings5 reviews,12/09/2014,Great prices,04/07/2021 13:34:14,5,1,0,9,Omar,0
"S
SonyaTOP REVIEWER
25 ratings14 reviews
December 9, 2014
BJ's in Canarsie had a long Member Services line at 5:30pm, on a Monday, to process memberships. Plan ahead.
Helpful
04/07/2021 13:34:14
5","['S', 'SonyaTOP REVIEWER', '25 ratings14 reviews', 'December 9, 2014', ""BJ's in Canarsie had a long Member Services line at 5:30pm, on a Monday, to process memberships. Plan ahead."", 'Helpful', '04/07/2021 13:34:14', '5']",8,SonyaTOP REVIEWER,25 ratings14 reviews,12/09/2014,"BJ's in Canarsie had a long Member Services line at 5:30pm, on a Monday, to process memberships. Plan ahead.",04/07/2021 13:34:14,5,1,0,25,Sonya,0
"B
Beneeta
4 ratings2 reviews
December 9, 2014
Its great try it out
Helpful
04/07/2021 13:34:17
5","['B', 'Beneeta', '4 ratings2 reviews', 'December 9, 2014', 'Its great try it out', 'Helpful', '04/07/2021 13:34:17', '5']",8,Beneeta,4 ratings2 reviews,12/09/2014,Its great try it out,04/07/2021 13:34:17,5,0,0,4,Beneeta,0
"B
BrandyTOP REVIEWER
20 ratings7 reviews
December 9, 2014
Great experience. Wonderful customer service.
Helpful
04/07/2021 13:34:17
5","['B', 'BrandyTOP REVIEWER', '20 ratings7 reviews', 'December 9, 2014', 'Great experience. Wonderful customer service.', 'Helpful', '04/07/2021 13:34:17', '5']",8,BrandyTOP REVIEWER,20 ratings7 reviews,12/09/2014,Great experience. Wonderful customer service.,04/07/2021 13:34:17,5,1,0,20,Brandy,0
"K
KAI
3 ratings1 reviews
December 9, 2014
Save s lot$$$
Helpful
04/07/2021 13:34:17
5","['K', 'KAI', '3 ratings1 reviews', 'December 9, 2014', 'Save s lot$$$', 'Helpful', '04/07/2021 13:34:17', '5']",8,KAI,3 ratings1 reviews,12/09/2014,Save s lot$$$,04/07/2021 13:34:17,5,0,0,3,KAI,0
"A
AnthonyTOP REVIEWER
17 ratings6 reviews
December 9, 2014
Go shopping as soon as they open to avoid the super long lines.
Helpful
04/07/2021 13:34:17
5","['A', 'AnthonyTOP REVIEWER', '17 ratings6 reviews', 'December 9, 2014', 'Go shopping as soon as they open to avoid the super long lines.', 'Helpful', '04/07/2021 13:34:17', '5']",8,AnthonyTOP REVIEWER,17 ratings6 reviews,12/09/2014,Go shopping as soon as they open to avoid the super long lines.,04/07/2021 13:34:17,5,1,0,17,Anthony,0
"V
Vijay
6 ratings3 reviews
December 9, 2014
Good deal
Helpful
04/07/2021 13:34:17
5","['V', 'Vijay', '6 ratings3 reviews', 'December 9, 2014', 'Good deal', 'Helpful', '04/07/2021 13:34:17', '5']",8,Vijay,6 ratings3 reviews,12/09/2014,Good deal,04/07/2021 13:34:17,5,0,0,6,Vijay,0
"B
Barbara
7 ratings4 reviews
December 9, 2014
Enjoy it
Helpful
04/07/2021 13:34:17
5","['B', 'Barbara', '7 ratings4 reviews', 'December 9, 2014', 'Enjoy it', 'Helpful', '04/07/2021 13:34:17', '5']",8,Barbara,7 ratings4 reviews,12/09/2014,Enjoy it,04/07/2021 13:34:17,5,0,0,7,Barbara,0
"A
Anitra
3 ratings3 reviews
December 9, 2014
Make a list before going, you will see so much and your bill will exceed your intended budget!
Helpful
04/07/2021 13:34:17
5","['A', 'Anitra', '3 ratings3 reviews', 'December 9, 2014', 'Make a list before going, you will see so much and your bill will exceed your intended budget!', 'Helpful', '04/07/2021 13:34:17', '5']",8,Anitra,3 ratings3 reviews,12/09/2014,"Make a list before going, you will see so much and your bill will exceed your intended budget!",04/07/2021 13:34:17,5,0,0,3,Anitra,0
"M
Marcella
2 ratings2 reviews2 photos
December 8, 2014
Great experience overall at BJ's I have no complaints. :)
Helpful
04/07/2021 13:34:17
5","['M', 'Marcella', '2 ratings2 reviews2 photos', 'December 8, 2014', ""Great experience overall at BJ's I have no complaints. :)"", 'Helpful', '04/07/2021 13:34:17', '5']",8,Marcella,2 ratings2 reviews2 photos,12/08/2014,Great experience overall at BJ's I have no complaints. :),04/07/2021 13:34:17,5,0,0,2,Marcella,0
"D
Denise
1 ratings1 reviews
December 8, 2014
You get two memberships!
Helpful
04/07/2021 13:34:17
5","['D', 'Denise', '1 ratings1 reviews', 'December 8, 2014', 'You get two memberships!', 'Helpful', '04/07/2021 13:34:17', '5']",8,Denise,1 ratings1 reviews,12/08/2014,You get two memberships!,04/07/2021 13:34:17,5,0,0,1,Denise,0
"J
Julie
8 ratings3 reviews
December 8, 2014
I like it much more than Sam's club, in fact I no longer have a Sam's card only Bj's
Helpful
04/07/2021 13:34:17
5","['J', 'Julie', '8 ratings3 reviews', 'December 8, 2014', ""I like it much more than Sam's club, in fact I no longer have a Sam's card only Bj's"", 'Helpful', '04/07/2021 13:34:17', '5']",8,Julie,8 ratings3 reviews,12/08/2014,"I like it much more than Sam's club, in fact I no longer have a Sam's card only Bj's",04/07/2021 13:34:17,5,0,0,8,Julie,0
"J
Jeanne
4 ratings2 reviews
December 8, 2014
Compare prices
Helpful
04/07/2021 13:34:21
5","['J', 'Jeanne', '4 ratings2 reviews', 'December 8, 2014', 'Compare prices', 'Helpful', '04/07/2021 13:34:21', '5']",8,Jeanne,4 ratings2 reviews,12/08/2014,Compare prices,04/07/2021 13:34:21,5,0,0,4,Jeanne,0
"L
LisaTOP REVIEWERHELPFUL REVIEWER
15 ratings6 reviews
December 8, 2014
Great place
Helpful
04/07/2021 13:34:21
5","['L', 'LisaTOP REVIEWERHELPFUL REVIEWER', '15 ratings6 reviews', 'December 8, 2014', 'Great place', 'Helpful', '04/07/2021 13:34:21', '5']",8,LisaTOP REVIEWERHELPFUL REVIEWER,15 ratings6 reviews,12/08/2014,Great place,04/07/2021 13:34:21,5,1,1,15,Lisa,0
"L
Loretta
8 ratings4 reviews
December 8, 2014
Give yourself time to browse. There so many unique and amazing items.
Helpful
04/07/2021 13:34:21
5","['L', 'Loretta', '8 ratings4 reviews', 'December 8, 2014', 'Give yourself time to browse. There so many unique and amazing items.', 'Helpful', '04/07/2021 13:34:21', '5']",8,Loretta,8 ratings4 reviews,12/08/2014,Give yourself time to browse. There so many unique and amazing items.,04/07/2021 13:34:21,5,0,0,8,Loretta,0
"S
StaceyTOP REVIEWER
13 ratings6 reviews
December 8, 2014
Customer Service was very helpful and friendly.
Helpful
04/07/2021 13:34:21
5","['S', 'StaceyTOP REVIEWER', '13 ratings6 reviews', 'December 8, 2014', 'Customer Service was very helpful and friendly.', 'Helpful', '04/07/2021 13:34:21', '5']",8,StaceyTOP REVIEWER,13 ratings6 reviews,12/08/2014,Customer Service was very helpful and friendly.,04/07/2021 13:34:21,5,1,0,13,Stacey,0
"V
VanessaTOP REVIEWER
19 ratings6 reviews
December 8, 2014
No hassle or pressure at all to try and have you extend your membership. You simply get 6o free days. Perfect timing to get this membership with Christmas around the corner.
Helpful
04/07/2021 13:34:21
5","['V', 'VanessaTOP REVIEWER', '19 ratings6 reviews', 'December 8, 2014', 'No hassle or pressure at all to try and have you extend your membership. You simply get 6o free days. Perfect timing to get this membership with Christmas around the corner.', 'Helpful', '04/07/2021 13:34:21', '5']",8,VanessaTOP REVIEWER,19 ratings6 reviews,12/08/2014,No hassle or pressure at all to try and have you extend your membership. You simply get 6o free days. Perfect timing to get this membership with Christmas around the corner.,04/07/2021 13:34:21,5,1,0,19,Vanessa,0
"D
DarleneTOP REVIEWERHELPFUL REVIEWER
6 ratings5 reviews
December 8, 2014
The groupon was the only thing that made the club worth it. I belong to Sam's and Costco, and this club just doesn't compete in their world, at least not in Richmond, VA. Their membership cost as much as the others, but don't join unless it's the only club available, or you have a super deal. They do carry items the other clubs don't, so I will shop there on occasion, but the store is basically the bottom line of discount clubs.
Helpful
04/07/2021 13:34:21
5","['D', 'DarleneTOP REVIEWERHELPFUL REVIEWER', '6 ratings5 reviews', 'December 8, 2014', ""The groupon was the only thing that made the club worth it. I belong to Sam's and Costco, and this club just doesn't compete in their world, at least not in Richmond, VA. Their membership cost as much as the others, but don't join unless it's the only club available, or you have a super deal. They do carry items the other clubs don't, so I will shop there on occasion, but the store is basically the bottom line of discount clubs."", 'Helpful', '04/07/2021 13:34:21', '5']",8,DarleneTOP REVIEWERHELPFUL REVIEWER,6 ratings5 reviews,12/08/2014,"The groupon was the only thing that made the club worth it. I belong to Sam's and Costco, and this club just doesn't compete in their world, at least not in Richmond, VA. Their membership cost as much as the others, but don't join unless it's the only club available, or you have a super deal. They do carry items the other clubs don't, so I will shop there on occasion, but the store is basically the bottom line of discount clubs.",04/07/2021 13:34:21,5,1,1,6,Darlene,0
"L
Latawanda
1 ratings1 reviews
December 8, 2014
Not at this time
Helpful
04/07/2021 13:34:21
5","['L', 'Latawanda', '1 ratings1 reviews', 'December 8, 2014', 'Not at this time', 'Helpful', '04/07/2021 13:34:21', '5']",8,Latawanda,1 ratings1 reviews,12/08/2014,Not at this time,04/07/2021 13:34:21,5,0,0,1,Latawanda,0
"B
Blanca
2 ratings2 reviews
December 7, 2014
Not worth the $$$$ or time
Helpful
04/07/2021 13:34:21
1","['B', 'Blanca', '2 ratings2 reviews', 'December 7, 2014', 'Not worth the $$$$ or time', 'Helpful', '04/07/2021 13:34:21', '1']",8,Blanca,2 ratings2 reviews,12/07/2014,Not worth the $$$$ or time,04/07/2021 13:34:21,1,0,0,2,Blanca,0
"S
Surendar
1 ratings1 reviews
December 7, 2014
It is worth taking
Helpful
04/07/2021 13:34:21
5","['S', 'Surendar', '1 ratings1 reviews', 'December 7, 2014', 'It is worth taking', 'Helpful', '04/07/2021 13:34:21', '5']",8,Surendar,1 ratings1 reviews,12/07/2014,It is worth taking,04/07/2021 13:34:21,5,0,0,1,Surendar,0
"F
FrankTOP REVIEWER
26 ratings20 reviews
December 7, 2014
Great price and quality....,
Helpful
04/07/2021 13:34:21
5","['F', 'FrankTOP REVIEWER', '26 ratings20 reviews', 'December 7, 2014', 'Great price and quality....,', 'Helpful', '04/07/2021 13:34:21', '5']",8,FrankTOP REVIEWER,26 ratings20 reviews,12/07/2014,"Great price and quality....,",04/07/2021 13:34:21,5,1,0,26,Frank,0
"J
JenniferTOP REVIEWER
18 ratings12 reviews
December 7, 2014
Good deal! Worth purchasing
Helpful
04/07/2021 13:34:25
5","['J', 'JenniferTOP REVIEWER', '18 ratings12 reviews', 'December 7, 2014', 'Good deal! Worth purchasing', 'Helpful', '04/07/2021 13:34:25', '5']",8,JenniferTOP REVIEWER,18 ratings12 reviews,12/07/2014,Good deal! Worth purchasing,04/07/2021 13:34:25,5,1,0,18,Jennifer,0
"M
Michael
1 ratings1 reviews
December 7, 2014
Not bad
Helpful
04/07/2021 13:34:25
5","['M', 'Michael', '1 ratings1 reviews', 'December 7, 2014', 'Not bad', 'Helpful', '04/07/2021 13:34:25', '5']",8,Michael,1 ratings1 reviews,12/07/2014,Not bad,04/07/2021 13:34:25,5,0,0,1,Michael,0
"T
TerryTOP REVIEWER
37 ratings19 reviews
December 7, 2014
Neat place. Will likely make a visit once per month. The $25.00 gift card was a nice bonus.
Helpful
04/07/2021 13:34:25
5","['T', 'TerryTOP REVIEWER', '37 ratings19 reviews', 'December 7, 2014', 'Neat place. Will likely make a visit once per month. The $25.00 gift card was a nice bonus.', 'Helpful', '04/07/2021 13:34:25', '5']",8,TerryTOP REVIEWER,37 ratings19 reviews,12/07/2014,Neat place. Will likely make a visit once per month. The $25.00 gift card was a nice bonus.,04/07/2021 13:34:25,5,1,0,37,Terry,0
"A
Astleydavy
4 ratings1 reviews
December 7, 2014
Bring a cooler... To carry all your goodies home in! The deals are GREAT!
Helpful
04/07/2021 13:34:25
5","['A', 'Astleydavy', '4 ratings1 reviews', 'December 7, 2014', 'Bring a cooler... To carry all your goodies home in! The deals are GREAT!', 'Helpful', '04/07/2021 13:34:25', '5']",8,Astleydavy,4 ratings1 reviews,12/07/2014,Bring a cooler... To carry all your goodies home in! The deals are GREAT!,04/07/2021 13:34:25,5,0,0,4,Astleydavy,0
"C
ChrisHELPFUL REVIEWER
7 ratings4 reviews
December 7, 2014
Does not compare to the staff, cleanliness, products that are offered by Costco where I am also a member. I only use BJ's because it is closer to my home than Costco. I only buy things like bread, water, butter, cheese & some frozen brand name items. It was a good deal for the convenience of getting these items in a pinch. Maybe other locations are better, but I am usually desperate in order to make a trip there.
Helpful
04/07/2021 13:34:25
5","['C', 'ChrisHELPFUL REVIEWER', '7 ratings4 reviews', 'December 7, 2014', ""Does not compare to the staff, cleanliness, products that are offered by Costco where I am also a member. I only use BJ's because it is closer to my home than Costco. I only buy things like bread, water, butter, cheese & some frozen brand name items. It was a good deal for the convenience of getting these items in a pinch. Maybe other locations are better, but I am usually desperate in order to make a trip there."", 'Helpful', '04/07/2021 13:34:25', '5']",8,ChrisHELPFUL REVIEWER,7 ratings4 reviews,12/07/2014,"Does not compare to the staff, cleanliness, products that are offered by Costco where I am also a member. I only use BJ's because it is closer to my home than Costco. I only buy things like bread, water, butter, cheese & some frozen brand name items. It was a good deal for the convenience of getting these items in a pinch. Maybe other locations are better, but I am usually desperate in order to make a trip there.",04/07/2021 13:34:25,5,0,1,7,Chris,0
